document,field,gold_state,gold_derivation,gold_value,value_exact_native,value_exact_ocr,value_typed_native,value_typed_ocr,value_fuzzy_native,value_fuzzy_ocr,value_located_native,value_located_ocr,value_located_pages_native,value_located_pages_ocr,value_on_gold_page_native,value_on_gold_page_ocr,span_exact_native,span_exact_ocr,span_fuzzy_ocr,note
sds_18.pdf,substance_or_mixture,PRESENT,COMPOSITION_IMPLIED,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,5;6;8;12;17;18;23,5;6;8;12;17;18;23,yes,yes,yes,yes,yes,
sds_18.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_18.pdf,chemical_formula,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_18.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,yes,yes,
sds_18.pdf,flash_point,PRESENT,EXPLICIT,>=290 ºF [Test Method:Tagliabue Closed Cup],yes,yes,no,no,yes,yes,yes,yes,8;19,8;19,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:68424-09-9,PRESENT,EXPLICIT,68424-09-9,yes,yes,yes,yes,yes,yes,yes,yes,5,5,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:101-68-8,PRESENT,EXPLICIT,101-68-8,yes,yes,yes,yes,yes,yes,yes,yes,5;7;13,5;13,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:25686-28-6,PRESENT,EXPLICIT,25686-28-6,yes,yes,yes,yes,yes,yes,yes,yes,5,5,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:59675-67-1,PRESENT,EXPLICIT,59675-67-1,yes,yes,yes,yes,yes,yes,yes,yes,5,5,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:1333-86-4,PRESENT,EXPLICIT,1333-86-4,yes,yes,yes,yes,yes,yes,yes,yes,5;7;10;13,5;7;10;13,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:71701-12-7,PRESENT,EXPLICIT,71701-12-7,yes,yes,yes,yes,yes,yes,yes,yes,5;7,5;7,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:74421-71-9,PRESENT,EXPLICIT,74421-71-9,yes,yes,yes,yes,yes,yes,yes,yes,5;7,5;7,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:71839-90-2,PRESENT,EXPLICIT,71839-90-2,yes,yes,yes,yes,yes,yes,yes,yes,5;7,5;7,yes,yes,yes,yes,yes,
sds_18.pdf,ingredient_cas:7440-47-3,PRESENT,EXPLICIT,7440-47-3,yes,yes,yes,yes,yes,yes,yes,yes,5;7,5;7,yes,yes,yes,yes,yes,
sds_19.pdf,product_name,PRESENT,EXPLICIT,Water Reducer 310,yes,yes,yes,yes,yes,yes,yes,yes,1,1,yes,yes,yes,yes,yes,
sds_19.pdf,supplier_name,PRESENT,EXPLICIT,Buddy Rhodes Concrete Products,yes,yes,yes,yes,yes,yes,yes,yes,1;7,1;7,yes,yes,yes,yes,yes,
sds_19.pdf,substance_or_mixture,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_19.pdf,product_cas_number,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_19.pdf,chemical_formula,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_19.pdf,molecular_weight,NOT_STATED,ABSENT,,,,,,,,,,,,,,,,,
sds_19.pdf,flash_point,NO_DATA,EXPLICIT,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_20.pdf,product_name,PRESENT,EXPLICIT,Petrochemical Stillage Residue KON-92,yes,yes,yes,yes,yes,yes,yes,yes,1;3;4;5;6;7;8;9;10;11;12,1;3;4;5;6;7;8;9;10;11,yes,yes,yes,yes,yes,
sds_20.pdf,supplier_name,PRESENT,EXPLICIT,"JSC ""Sibur-Khimprom""",yes,yes,yes,no,yes,yes,yes,yes,1,1;3,no,yes,yes,no,yes,gold span missing from ocr
sds_20.pdf,substance_or_mixture,PRESENT,COMPOSITION_IMPLIED,MIXTURE,yes,yes,yes,yes,yes,yes,yes,yes,2;4;5,2;4;5,no,no,yes,no,no,gold span missing from ocr
sds_20.pdf,product_cas_number,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_20.pdf,chemical_formula,NOT_APPLICABLE,EXPLICIT,,,,,,,,,,,,,,yes,no,yes,gold span missing from ocr
sds_20.pdf,molecular_weight,NOT_APPLICABLE,ONTOLOGY,,,,,,,,,,,,,,yes,no,no,gold span missing from ocr
sds_20.pdf,flash_point,PRESENT,EXPLICIT,more than 61 °C,yes,no,no,no,yes,yes,yes,no,4,,yes,no,yes,no,yes,value not locatable in ocr; gold span missing from ocr
sds_20.pdf,ingredient_cas:104-76-7,PRESENT,EXPLICIT,104-76-7,yes,yes,yes,yes,yes,yes,yes,yes,1;4,4,yes,yes,yes,yes,yes,
